,Date,Symbol,Open,Close,Low,High,Volume
516678,2014-04-30,AMZN,298.100006,304.130005,298.100006,304.559998,4088600
517168,2014-05-01,AMZN,304.130005,307.890015,304.0,310.480011,4328600
517658,2014-05-02,AMZN,310.420013,308.01001,304.309998,313.290009,3995100
518148,2014-05-05,AMZN,306.369995,310.049988,305.0,310.230011,2519900
518638,2014-05-06,AMZN,309.529999,297.380005,297.040009,309.809998,4682300
519128,2014-05-07,AMZN,295.559998,292.709991,286.679993,296.399994,7015200
519618,2014-05-08,AMZN,290.820007,288.320007,287.230011,295.880005,3848200
520108,2014-05-09,AMZN,290.570007,292.23999,284.380005,293.679993,4063000
520598,2014-05-12,AMZN,294.299988,302.859985,294.160004,303.339996,3729600
521088,2014-05-13,AMZN,302.600006,304.640015,300.75,305.600006,3509900
521578,2014-05-14,AMZN,302.5,297.619995,296.660004,304.640015,3323300
522068,2014-05-15,AMZN,298.019989,295.190002,290.380005,299.200012,4295100
522558,2014-05-16,AMZN,292.799988,297.700012,291.549988,298.880005,3636800
523048,2014-05-19,AMZN,295.76001,296.76001,293.809998,299.0,2284200
523538,2014-05-20,AMZN,297.100006,301.190002,296.75,304.459991,4095700
524028,2014-05-21,AMZN,302.209991,305.01001,301.519989,305.959991,3408800
524518,2014-05-22,AMZN,305.049988,304.910004,303.01001,308.540009,2576800
525008,2014-05-23,AMZN,305.459991,312.23999,304.899994,312.350006,3052900
525498,2014-05-27,AMZN,314.410004,310.820007,307.380005,314.630005,4862100
525988,2014-05-28,AMZN,309.5,310.160004,307.420013,313.820007,2726000
526478,2014-05-29,AMZN,310.420013,313.779999,310.200012,314.869995,2365500
526968,2014-05-30,AMZN,314.429993,312.549988,307.570007,314.649994,4260200
527458,2014-06-02,AMZN,312.589996,308.839996,307.0,312.600006,2203400
527948,2014-06-03,AMZN,305.75,307.190002,305.070007,307.920013,2379200
528438,2014-06-04,AMZN,306.850006,306.779999,303.839996,309.5,2107100
528928,2014-06-05,AMZN,308.100006,323.570007,306.899994,327.940002,7796700
529418,2014-06-06,AMZN,325.0,329.670013,324.929993,330.880005,5244000
529908,2014-06-09,AMZN,331.570007,327.5,325.649994,333.0,3212200
530398,2014-06-10,AMZN,327.649994,332.410004,327.5,335.5,3663400
530888,2014-06-11,AMZN,336.0,335.200012,333.880005,340.720001,4436800
531378,2014-06-12,AMZN,335.549988,325.910004,324.660004,335.549988,4276300
531868,2014-06-13,AMZN,327.049988,326.269989,323.529999,329.299988,2764800
532358,2014-06-16,AMZN,324.859985,327.619995,323.519989,328.690002,2449800
532848,2014-06-17,AMZN,327.540009,325.619995,325.230011,331.339996,2924100
533338,2014-06-18,AMZN,328.0,334.380005,325.0,335.75,6401500
533828,2014-06-19,AMZN,335.26001,327.0,325.980011,338.899994,5320600
534318,2014-06-20,AMZN,327.76001,324.200012,320.420013,328.220001,6054000
534808,2014-06-23,AMZN,323.329987,327.23999,321.410004,327.549988,2604800
535298,2014-06-24,AMZN,327.540009,324.160004,322.73999,329.730011,2626600
535788,2014-06-25,AMZN,324.329987,327.440002,321.73999,328.149994,2327800
536278,2014-06-26,AMZN,328.48999,325.690002,322.130005,328.649994,2699500
536768,2014-06-27,AMZN,325.880005,324.570007,323.269989,326.519989,2416200
537258,2014-06-30,AMZN,324.980011,324.779999,322.23999,326.980011,2671300
537748,2014-07-01,AMZN,325.859985,332.390015,325.100006,333.200012,3173600
538238,2014-07-02,AMZN,333.200012,332.850006,331.660004,336.76001,2681300
538728,2014-07-03,AMZN,334.829987,337.48999,333.079987,338.299988,1944300
539218,2014-07-07,AMZN,337.5,333.549988,332.519989,337.549988,2128900
539708,2014-07-08,AMZN,333.100006,323.809998,321.399994,333.73999,4271600
540198,2014-07-09,AMZN,324.709991,329.970001,323.149994,330.200012,3166100
540688,2014-07-10,AMZN,324.339996,327.920013,322.649994,329.980011,2665000
541178,2014-07-11,AMZN,334.709991,346.200012,334.709991,347.0,8300800
541668,2014-07-14,AMZN,347.029999,355.320007,345.359985,355.769989,5609900
542158,2014-07-15,AMZN,353.720001,354.440002,349.399994,355.589996,4170900
542648,2014-07-16,AMZN,355.619995,355.899994,353.0,359.320007,3503600
543138,2014-07-17,AMZN,353.440002,352.450012,351.380005,356.959991,3636000
543628,2014-07-18,AMZN,354.399994,358.660004,352.079987,359.679993,3407400
544118,2014-07-21,AMZN,358.100006,359.76001,356.720001,361.709991,2278400
544608,2014-07-22,AMZN,355.25,360.839996,355.25,362.929993,2888900
545098,2014-07-23,AMZN,359.049988,358.140015,356.619995,360.630005,2687300
545588,2014-07-24,AMZN,359.980011,358.609985,358.519989,364.850006,7088700
546078,2014-07-25,AMZN,317.299988,324.01001,314.76001,324.869995,17846500
546568,2014-07-28,AMZN,324.25,320.410004,316.5,324.820007,5932000
547058,2014-07-29,AMZN,321.980011,320.0,319.5,322.899994,2883800
547548,2014-07-30,AMZN,321.450012,322.51001,318.5,322.730011,3969000
548038,2014-07-31,AMZN,320.01001,312.98999,311.859985,320.679993,5192000
548528,2014-08-01,AMZN,313.690002,307.059998,304.589996,315.829987,7441500
549018,2014-08-04,AMZN,308.839996,313.649994,308.5,316.179993,4200900
549508,2014-08-05,AMZN,313.299988,312.320007,310.059998,314.549988,2852100
549998,2014-08-06,AMZN,310.829987,313.890015,310.200012,315.779999,2296900
550488,2014-08-07,AMZN,315.209991,311.450012,309.649994,315.880005,2935600
550978,2014-08-08,AMZN,311.940002,316.799988,310.660004,317.320007,2705900
551468,2014-08-11,AMZN,318.480011,318.329987,316.880005,320.380005,2468600
551958,2014-08-12,AMZN,318.890015,319.320007,316.950012,321.309998,1915800
552448,2014-08-13,AMZN,327.600006,326.279999,326.140015,331.720001,4939100
552938,2014-08-14,AMZN,327.799988,333.209991,326.709991,334.089996,3420400
553428,2014-08-15,AMZN,334.0,333.630005,328.320007,335.0,3896700
553918,2014-08-18,AMZN,335.480011,334.529999,333.769989,337.799988,2485400
554408,2014-08-19,AMZN,334.869995,335.130005,333.01001,335.809998,1713800
554898,2014-08-20,AMZN,334.679993,335.779999,334.019989,337.160004,1810500
555388,2014-08-21,AMZN,336.480011,332.910004,332.230011,336.579987,1971100
555878,2014-08-22,AMZN,332.98999,331.589996,330.799988,334.079987,2211200
556368,2014-08-25,AMZN,333.209991,334.019989,332.709991,336.769989,1957700
556858,2014-08-26,AMZN,337.0,341.829987,334.549988,344.359985,3654700
557348,2014-08-27,AMZN,342.089996,343.179993,341.339996,346.670013,2961600
557838,2014-08-28,AMZN,340.0,340.019989,338.799988,341.790009,2252700
558328,2014-08-29,AMZN,341.76001,339.040009,337.679993,341.820007,1939500
558818,2014-09-02,AMZN,339.980011,342.380005,337.160004,342.5,2326000
559308,2014-09-03,AMZN,342.540009,339.0,337.549988,343.269989,1993700
559798,2014-09-04,AMZN,343.690002,345.950012,343.579987,349.380005,3965600
560288,2014-09-05,AMZN,346.299988,346.380005,342.5,346.829987,2107000
560778,2014-09-08,AMZN,344.540009,342.339996,339.040009,345.809998,2955300
561268,2014-09-09,AMZN,341.609985,329.75,329.179993,341.76001,4646800
561758,2014-09-10,AMZN,334.299988,331.329987,328.820007,334.980011,3797400
562248,2014-09-11,AMZN,329.940002,330.519989,326.390015,333.01001,2720200
562738,2014-09-12,AMZN,329.559998,331.190002,328.790009,332.890015,3429300
563228,2014-09-15,AMZN,330.910004,323.890015,319.0,331.329987,4000400
563718,2014-09-16,AMZN,321.070007,327.76001,320.100006,329.480011,3259900
564208,2014-09-17,AMZN,327.76001,324.0,321.519989,328.0,4136000
564698,2014-09-18,AMZN,325.440002,325.0,323.709991,327.100006,2576900
565188,2014-09-19,AMZN,327.600006,331.320007,325.570007,332.76001,6886200
565678,2014-09-22,AMZN,328.48999,324.5,321.059998,329.48999,3109700
566168,2014-09-23,AMZN,322.459991,323.630005,321.25,327.600006,2352600
566658,2014-09-24,AMZN,324.170013,328.209991,319.559998,329.440002,2642200
567148,2014-09-25,AMZN,327.98999,321.929993,321.399994,328.540009,2928800
567638,2014-09-26,AMZN,320.600006,323.209991,317.640015,323.5,3638000
568128,2014-09-29,AMZN,320.5,321.820007,319.0,323.75,1924600
568618,2014-09-30,AMZN,321.359985,322.440002,318.51001,323.429993,2636200
569108,2014-10-01,AMZN,322.040009,317.459991,315.549988,322.170013,3089100
569598,2014-10-02,AMZN,316.920013,318.410004,311.309998,318.529999,3553900
570088,2014-10-03,AMZN,320.359985,322.73999,319.529999,325.160004,3037400
570578,2014-10-06,AMZN,323.5,322.200012,319.600006,324.130005,2290300
571068,2014-10-07,AMZN,319.429993,316.980011,316.670013,322.0,2365400
571558,2014-10-08,AMZN,316.579987,322.700012,314.140015,324.109985,3452800
572048,2014-10-09,AMZN,321.48999,315.369995,314.519989,322.269989,3587900
572538,2014-10-10,AMZN,314.019989,311.390015,311.380005,317.769989,3681900
573028,2014-10-13,AMZN,309.869995,306.450012,303.470001,313.200012,4363900
573518,2014-10-14,AMZN,308.0,308.309998,305.75,312.23999,3385800
574008,2014-10-15,AMZN,304.350006,305.970001,299.100006,307.899994,5343900
574498,2014-10-16,AMZN,293.829987,302.859985,293.829987,306.820007,4731300
574988,2014-10-17,AMZN,307.149994,303.640015,302.720001,309.200012,4405100
575478,2014-10-20,AMZN,302.950012,306.209991,302.019989,306.529999,3234500
575968,2014-10-21,AMZN,309.899994,315.329987,307.070007,315.640015,3559300
576458,2014-10-22,AMZN,315.429993,312.970001,312.640015,318.980011,3125900
576948,2014-10-23,AMZN,313.399994,313.179993,311.399994,316.799988,9038200
577438,2014-10-24,AMZN,284.399994,287.059998,284.0,293.809998,19801100
577928,2014-10-27,AMZN,285.700012,289.970001,285.019989,290.420013,5950600
578418,2014-10-28,AMZN,289.76001,295.589996,289.76001,298.0,5572600
578908,2014-10-29,AMZN,299.109985,294.119995,293.070007,299.609985,4881900
579398,2014-10-30,AMZN,293.980011,299.070007,292.359985,299.73999,4055200
579888,2014-10-31,AMZN,305.149994,305.459991,301.5,305.720001,4550700
580378,2014-11-03,AMZN,306.23999,305.720001,303.23999,308.01001,3242500
580868,2014-11-04,AMZN,303.98999,302.809998,300.170013,304.25,3427400
581358,2014-11-05,AMZN,303.01001,296.519989,294.160004,304.0,4674500
581848,2014-11-06,AMZN,296.690002,296.640015,292.290009,297.0,3758100
582338,2014-11-07,AMZN,297.820007,299.859985,296.290009,299.98999,2647400
582828,2014-11-10,AMZN,300.0,305.109985,300.0,305.799988,2809100
583318,2014-11-11,AMZN,305.940002,312.01001,303.649994,312.380005,3803600
583808,2014-11-12,AMZN,310.75,311.51001,308.790009,312.579987,2183000
584298,2014-11-13,AMZN,312.0,316.480011,311.51001,317.890015,3686400
584788,2014-11-14,AMZN,317.119995,327.820007,316.399994,332.880005,8877800
585278,2014-11-17,AMZN,326.440002,323.049988,318.029999,328.0,4784900
585768,2014-11-18,AMZN,323.98999,324.929993,323.25,329.559998,3549500
586258,2014-11-19,AMZN,327.25,326.540009,324.019989,328.399994,3281600
586748,2014-11-20,AMZN,324.0,330.540009,323.329987,332.670013,3436700
587238,2014-11-21,AMZN,335.420013,332.630005,331.470001,338.329987,4466600
587728,2014-11-24,AMZN,334.779999,335.640015,333.600006,337.390015,2754200
588218,2014-11-25,AMZN,335.269989,335.040009,331.279999,336.329987,2565000
588708,2014-11-26,AMZN,333.779999,333.570007,331.75,334.649994,1983600
589198,2014-11-28,AMZN,336.029999,338.640015,336.029999,341.26001,3051800
589688,2014-12-01,AMZN,338.119995,326.0,325.929993,340.640015,4944900
590178,2014-12-02,AMZN,327.5,326.309998,323.25,327.929993,2790300
590668,2014-12-03,AMZN,325.730011,316.5,314.359985,326.769989,5681000
591158,2014-12-04,AMZN,315.529999,316.929993,313.470001,318.589996,3290300
591648,2014-12-05,AMZN,316.799988,312.630005,310.839996,316.929993,3265200
592138,2014-12-08,AMZN,311.570007,306.640015,304.820007,316.559998,3639200
592628,2014-12-09,AMZN,302.98999,312.5,301.140015,313.640015,4049500
593118,2014-12-10,AMZN,312.0,305.839996,304.679993,313.190002,3245900
593608,2014-12-11,AMZN,307.890015,307.359985,306.01001,312.640015,3262900
594098,2014-12-12,AMZN,303.98999,307.320007,303.01001,310.640015,3153500
594588,2014-12-15,AMZN,308.869995,306.070007,302.149994,310.859985,3841600
595078,2014-12-16,AMZN,304.350006,295.059998,295.01001,304.48999,6501300
595568,2014-12-17,AMZN,296.369995,298.880005,293.029999,299.670013,4433500
596058,2014-12-18,AMZN,304.01001,297.730011,293.25,304.5,7738100
596548,2014-12-19,AMZN,296.910004,299.899994,295.519989,301.540009,8709100
597038,2014-12-22,AMZN,301.940002,306.540009,301.940002,307.359985,4003800
597528,2014-12-23,AMZN,306.980011,306.290009,303.25,307.48999,2713700
598018,2014-12-24,AMZN,306.380005,303.029999,302.880005,307.0,1513800
598508,2014-12-26,AMZN,305.0,309.089996,303.809998,310.779999,2893800
598998,2014-12-29,AMZN,307.850006,312.040009,306.579987,314.269989,3009000
599488,2014-12-30,AMZN,309.910004,310.299988,309.339996,313.940002,2093000
599978,2014-12-31,AMZN,311.549988,310.350006,310.01001,312.980011,2048000
600468,2015-01-02,AMZN,312.579987,308.519989,306.959991,314.75,2783200
600962,2015-01-05,AMZN,307.01001,302.190002,300.850006,308.380005,2774200
601456,2015-01-06,AMZN,302.23999,295.290009,292.380005,303.0,3519000
601950,2015-01-07,AMZN,297.5,298.420013,295.329987,301.279999,2640300
602444,2015-01-08,AMZN,300.320007,300.459991,296.109985,303.140015,3088400
602938,2015-01-09,AMZN,301.480011,296.929993,296.679993,302.869995,2592400
603432,2015-01-12,AMZN,297.559998,291.410004,289.279999,298.51001,3421400
603926,2015-01-13,AMZN,297.480011,294.73999,293.230011,301.5,4136400
604420,2015-01-14,AMZN,291.929993,293.269989,286.5,295.910004,5464600
604914,2015-01-15,AMZN,294.0,286.950012,286.820007,296.0,4419200
605408,2015-01-16,AMZN,286.279999,290.73999,285.25,290.790009,3478200
605902,2015-01-20,AMZN,292.589996,289.440002,286.390015,293.359985,3075100
606396,2015-01-21,AMZN,289.640015,297.25,287.26001,306.0,10065100
606890,2015-01-22,AMZN,300.0,310.320007,300.0,312.25,5362600
607384,2015-01-23,AMZN,308.079987,312.390015,307.720001,316.929993,4496400
607878,2015-01-26,AMZN,311.820007,309.660004,307.519989,313.0,3169700
608372,2015-01-27,AMZN,306.299988,306.75,302.630005,310.23999,2920300
608866,2015-01-28,AMZN,309.809998,303.910004,303.799988,311.51001,3063800
609360,2015-01-29,AMZN,304.730011,311.779999,299.329987,312.799988,8656600
609854,2015-01-30,AMZN,346.320007,354.529999,340.73999,359.5,23856100
610348,2015-02-02,AMZN,350.049988,364.470001,350.01001,365.0,10231900
610842,2015-02-03,AMZN,360.290009,363.549988,360.209991,367.820007,6212600
611336,2015-02-04,AMZN,358.380005,364.75,358.230011,367.5,4169900
611830,2015-02-05,AMZN,366.0,373.890015,365.899994,378.799988,7247600
612324,2015-02-06,AMZN,374.869995,374.279999,371.01001,375.98999,3892400
612818,2015-02-09,AMZN,371.0,370.559998,367.200012,374.410004,2724600
613312,2015-02-10,AMZN,371.190002,373.0,368.51001,374.299988,2287200
613806,2015-02-11,AMZN,371.230011,375.140015,371.100006,377.100006,2786500
614300,2015-02-12,AMZN,375.100006,377.170013,373.149994,378.51001,2791100
614794,2015-02-13,AMZN,378.410004,381.829987,377.01001,383.0,3475100
615288,2015-02-17,AMZN,377.720001,375.429993,372.670013,379.98999,3673200
615782,2015-02-18,AMZN,373.779999,373.369995,372.850006,376.73999,2650600
616276,2015-02-19,AMZN,373.48999,379.0,373.429993,381.880005,2953800
616770,2015-02-20,AMZN,378.619995,383.660004,375.839996,383.700012,3258000
617264,2015-02-23,AMZN,383.440002,380.140015,378.0,384.540009,2177000
617758,2015-02-24,AMZN,378.649994,378.589996,376.160004,380.480011,1920800
618252,2015-02-25,AMZN,377.269989,385.369995,376.540009,387.850006,3174500
618746,2015-02-26,AMZN,384.070007,384.799988,383.279999,389.369995,2687100
619240,2015-02-27,AMZN,384.0,380.160004,379.790009,385.98999,2532300
619734,2015-03-02,AMZN,380.850006,385.660004,379.480011,385.899994,2139200
620228,2015-03-03,AMZN,383.950012,384.609985,381.600006,386.100006,1946500
620722,2015-03-04,AMZN,385.709991,382.720001,382.190002,387.899994,2259100
621216,2015-03-05,AMZN,385.609985,387.829987,383.890015,388.420013,2693500
621710,2015-03-06,AMZN,385.519989,380.089996,378.880005,387.0,2627000
622204,2015-03-09,AMZN,378.399994,378.559998,375.279999,379.329987,2311400
622698,2015-03-10,AMZN,377.450012,369.51001,369.179993,377.769989,3121000
623192,2015-03-11,AMZN,370.609985,366.369995,366.26001,373.350006,2495100
623686,2015-03-12,AMZN,368.820007,374.23999,367.519989,375.5,2810000
624180,2015-03-13,AMZN,371.519989,370.579987,366.679993,373.98999,2611700
624674,2015-03-16,AMZN,370.380005,373.350006,366.720001,373.940002,2354100
625168,2015-03-17,AMZN,371.109985,371.920013,369.640015,374.5,2037000
625662,2015-03-18,AMZN,369.970001,375.140015,366.700012,375.98999,2654100
626156,2015-03-19,AMZN,373.869995,373.23999,372.190002,377.109985,1915700
626650,2015-03-20,AMZN,376.290009,378.48999,375.920013,379.369995,3763600
627144,2015-03-23,AMZN,378.070007,375.109985,374.940002,381.769989,2239300
627638,2015-03-24,AMZN,373.98999,374.089996,372.269989,375.23999,2228200
628132,2015-03-25,AMZN,375.170013,370.959991,370.290009,380.5,3429500
628626,2015-03-26,AMZN,369.589996,367.350006,365.649994,371.399994,2930000
629120,2015-03-27,AMZN,367.109985,370.559998,366.570007,373.170013,2609800
629614,2015-03-30,AMZN,371.869995,374.589996,371.549988,376.119995,1820900
630108,2015-03-31,AMZN,373.23999,372.100006,371.51001,377.700012,2506100
630602,2015-04-01,AMZN,372.100006,370.26001,368.339996,373.160004,2458100
631096,2015-04-02,AMZN,370.5,372.25,369.0,373.279999,1875300
631590,2015-04-06,AMZN,370.100006,377.040009,369.359985,380.200012,3050700
632084,2015-04-07,AMZN,376.149994,374.410004,374.029999,379.309998,1954900
632578,2015-04-08,AMZN,374.660004,381.200012,374.649994,381.579987,2636400
633072,2015-04-09,AMZN,380.660004,383.540009,378.799988,384.420013,2392300
633566,2015-04-10,AMZN,384.309998,382.649994,381.320007,387.119995,2573500
634060,2015-04-13,AMZN,383.529999,382.359985,380.140015,385.279999,1894500
634554,2015-04-14,AMZN,383.51001,385.109985,381.209991,387.809998,2583600
635048,2015-04-15,AMZN,384.649994,383.450012,381.640015,385.779999,1933200
635542,2015-04-16,AMZN,383.690002,386.040009,383.549988,387.450012,2080400
636036,2015-04-17,AMZN,382.630005,375.559998,374.399994,383.559998,3839700
636530,2015-04-20,AMZN,378.549988,389.51001,377.0,391.940002,5016100
637024,2015-04-21,AMZN,391.309998,391.179993,386.799988,394.600006,4643500
637518,2015-04-22,AMZN,391.910004,389.799988,388.0,394.279999,3474700
638012,2015-04-23,AMZN,390.209991,389.98999,386.149994,391.880005,7980000
638506,2015-04-24,AMZN,439.0,445.100006,439.0,452.649994,17176900
639000,2015-04-27,AMZN,443.859985,438.559998,437.410004,446.98999,5430900
639494,2015-04-28,AMZN,438.51001,429.309998,428.040009,439.0,4140500
639988,2015-04-29,AMZN,426.75,429.369995,426.029999,434.23999,3621700
640482,2015-04-30,AMZN,427.109985,421.779999,419.23999,431.75,3647900
640976,2015-05-01,AMZN,423.820007,422.869995,416.0,425.640015,3565800
641470,2015-05-04,AMZN,424.799988,423.040009,422.420013,429.769989,2270400
641964,2015-05-05,AMZN,422.850006,421.190002,421.019989,427.51001,2856400
642458,2015-05-06,AMZN,421.429993,419.100006,414.549988,422.720001,2552500
642952,2015-05-07,AMZN,424.149994,426.880005,422.850006,428.5,2766100
643446,2015-05-08,AMZN,430.75,433.690002,430.170013,435.200012,2908800
643940,2015-05-11,AMZN,432.51001,432.850006,431.369995,439.0,2393700
644434,2015-05-12,AMZN,431.079987,431.019989,426.709991,433.25,1947800
644928,2015-05-13,AMZN,429.980011,426.869995,425.799988,433.529999,1996300
645422,2015-05-14,AMZN,429.450012,432.279999,427.01001,433.0,1888500
645916,2015-05-15,AMZN,428.0,426.0,424.299988,430.399994,4240300
646410,2015-05-18,AMZN,426.0,425.23999,421.459991,427.269989,2390200
646904,2015-05-19,AMZN,424.869995,421.709991,420.630005,428.23999,2464200
647398,2015-05-20,AMZN,420.600006,423.859985,418.359985,427.100006,2196200
647892,2015-05-21,AMZN,428.0,431.630005,428.0,436.899994,4121400
648386,2015-05-22,AMZN,431.549988,427.630005,427.609985,432.440002,2020600
648880,2015-05-26,AMZN,426.200012,425.470001,422.0,427.0,2244200
649374,2015-05-27,AMZN,427.450012,431.420013,425.01001,431.850006,2231100
649868,2015-05-28,AMZN,429.709991,426.570007,425.470001,431.350006,1912400
650362,2015-05-29,AMZN,427.230011,429.230011,427.230011,432.5,3016100
650856,2015-06-01,AMZN,430.399994,430.920013,426.200012,433.160004,2253300
651350,2015-06-02,AMZN,430.070007,430.98999,426.25,433.230011,1668900
651844,2015-06-03,AMZN,434.399994,436.589996,432.75,438.390015,2720800
652338,2015-06-04,AMZN,434.399994,430.779999,429.26001,436.76001,2510800
652832,2015-06-05,AMZN,429.660004,426.950012,426.5,430.799988,1907900
653326,2015-06-08,AMZN,425.619995,423.5,421.429993,426.799988,2172500
653820,2015-06-09,AMZN,422.959991,425.480011,419.140015,427.48999,2288700
654314,2015-06-10,AMZN,426.459991,430.769989,425.660004,432.200012,2172300
654808,2015-06-11,AMZN,432.290009,432.970001,431.470001,438.890015,2922500
655302,2015-06-12,AMZN,431.25,429.920013,428.26001,432.359985,2054400
655796,2015-06-15,AMZN,427.660004,423.670013,422.640015,428.049988,2051000
656290,2015-06-16,AMZN,424.149994,427.26001,422.670013,427.970001,2296400
656784,2015-06-17,AMZN,428.359985,427.809998,424.75,431.350006,2185900
657278,2015-06-18,AMZN,430.299988,439.390015,429.410004,439.730011,3378400
657772,2015-06-19,AMZN,440.26001,434.920013,433.23999,444.98999,4495100
658266,2015-06-22,AMZN,437.0,436.290009,434.179993,439.23999,1823600
658760,2015-06-23,AMZN,435.589996,445.98999,433.690002,447.040009,3245000
659254,2015-06-24,AMZN,444.970001,440.839996,440.230011,446.470001,2620800
659749,2015-06-25,AMZN,438.070007,440.100006,436.390015,443.470001,2237500
660244,2015-06-26,AMZN,441.76001,438.100006,435.059998,443.48999,2624500
660739,2015-06-29,AMZN,434.980011,429.859985,429.0,437.0,2753200
661234,2015-06-30,AMZN,434.200012,434.089996,430.459991,435.570007,2596900
661729,2015-07-01,AMZN,439.350006,437.390015,435.579987,440.0,1987100
662224,2015-07-02,AMZN,437.0,437.709991,433.480011,438.200012,1343400
662719,2015-07-06,AMZN,435.230011,436.040009,433.519989,439.730011,1903200
663216,2015-07-07,AMZN,435.679993,436.720001,425.570007,437.730011,3454200
663713,2015-07-08,AMZN,434.350006,429.700012,428.829987,435.98999,2383100
664210,2015-07-09,AMZN,434.899994,434.390015,434.149994,438.720001,2262900
664707,2015-07-10,AMZN,440.48999,443.51001,439.0,444.720001,2401000
665204,2015-07-13,AMZN,448.290009,455.570007,447.540009,457.869995,3956800
665701,2015-07-14,AMZN,462.320007,465.570007,458.160004,469.600006,4736200
666198,2015-07-15,AMZN,463.040009,461.190002,460.200012,464.700012,2987400
666695,2015-07-16,AMZN,465.5,475.480011,464.799988,475.880005,4095600
667192,2015-07-17,AMZN,477.700012,483.01001,477.25,485.420013,4932200
667689,2015-07-20,AMZN,492.570007,488.100006,485.399994,493.200012,4752500
668186,2015-07-21,AMZN,487.899994,488.0,482.549988,488.880005,3181800
668683,2015-07-22,AMZN,485.98999,488.269989,484.899994,492.5,3114900
669180,2015-07-23,AMZN,491.660004,482.179993,475.700012,491.660004,9374400
669677,2015-07-24,AMZN,578.98999,529.419983,529.349976,580.570007,21909400
670174,2015-07-27,AMZN,527.75,531.409973,526.599976,544.950012,7491000
670671,2015-07-28,AMZN,536.0,526.030029,523.119995,536.390015,5273100
671168,2015-07-29,AMZN,530.919983,529.0,525.02002,532.969971,3752600
671665,2015-07-30,AMZN,527.650024,536.76001,524.289978,539.200012,3743100
672162,2015-07-31,AMZN,539.090027,536.150024,534.52002,542.840027,3025600
672659,2015-08-03,AMZN,537.450012,535.030029,529.359985,540.440002,3014200
673156,2015-08-04,AMZN,529.690002,531.900024,529.159973,536.950012,2934600
673653,2015-08-05,AMZN,538.799988,537.01001,534.119995,539.140015,2889400
674150,2015-08-06,AMZN,539.299988,529.460022,527.52002,542.73999,3820500
674647,2015-08-07,AMZN,529.159973,522.619995,518.210022,529.460022,3969200
675144,2015-08-10,AMZN,528.52002,524.0,523.0,532.280029,2615900
675641,2015-08-11,AMZN,523.650024,527.460022,522.0,528.97998,2676600
676138,2015-08-12,AMZN,523.75,525.909973,513.059998,527.5,3962300
676635,2015-08-13,AMZN,527.369995,529.659973,525.48999,534.659973,2895200
677132,2015-08-14,AMZN,528.25,531.52002,528.25,534.109985,1994800
677629,2015-08-17,AMZN,531.289978,535.219971,527.119995,538.73999,2581700
678126,2015-08-18,AMZN,535.039978,535.02002,533.0,539.48999,2071300
678623,2015-08-19,AMZN,533.73999,532.919983,529.0,537.25,2313500
679120,2015-08-20,AMZN,530.390015,515.780029,515.77002,533.25,4408000
679617,2015-08-21,AMZN,507.359985,494.470001,494.470001,512.330017,6706500
680114,2015-08-24,AMZN,463.579987,463.369995,451.0,476.579987,10097600
680611,2015-08-25,AMZN,487.48999,466.369995,466.25,489.440002,5679300
681108,2015-08-26,AMZN,484.019989,500.769989,478.76001,503.720001,6358600
681605,2015-08-27,AMZN,513.710022,518.369995,507.26001,522.690002,6114500
682102,2015-08-28,AMZN,517.5,518.01001,513.039978,521.5,2746700
682599,2015-08-31,AMZN,516.440002,512.890015,509.070007,519.409973,3002300
683096,2015-09-01,AMZN,499.140015,496.540009,493.429993,510.0,3864500
683593,2015-09-02,AMZN,505.089996,510.549988,497.720001,510.859985,3707100
684090,2015-09-03,AMZN,514.5,504.720001,502.570007,515.840027,3149700
684587,2015-09-04,AMZN,497.649994,499.0,495.640015,502.850006,2692500
685084,2015-09-08,AMZN,508.690002,517.539978,508.51001,518.349976,3810700
685581,2015-09-09,AMZN,524.0,516.890015,515.059998,529.950012,4370700
686078,2015-09-10,AMZN,515.150024,522.23999,514.780029,526.130005,2576000
686575,2015-09-11,AMZN,521.070007,529.440002,520.609985,529.440002,3227900
687072,2015-09-14,AMZN,529.440002,521.380005,518.580017,532.450012,3130200
687569,2015-09-15,AMZN,523.25,522.369995,517.200012,527.919983,2865900
688066,2015-09-16,AMZN,521.97998,527.390015,518.52002,528.299988,2252800
688563,2015-09-17,AMZN,526.97998,538.869995,526.570007,546.969971,4169500
689060,2015-09-18,AMZN,534.619995,540.26001,531.349976,546.23999,6160100
689557,2015-09-21,AMZN,544.330017,548.390015,539.590027,549.780029,3283300
690054,2015-09-22,AMZN,539.710022,538.400024,532.659973,543.549988,3841700
690551,2015-09-23,AMZN,538.299988,536.070007,534.0,541.210022,2237600
691048,2015-09-24,AMZN,530.549988,533.75,522.869995,534.559998,3501000
691545,2015-09-25,AMZN,542.570007,524.25,521.400024,542.799988,4031000
692042,2015-09-28,AMZN,520.02002,504.059998,494.329987,520.280029,5434500
692539,2015-09-29,AMZN,506.0,496.070007,490.5,511.480011,4457500
693036,2015-09-30,AMZN,505.440002,511.890015,501.670013,512.799988,4004700
693533,2015-10-01,AMZN,511.0,520.719971,506.0,520.799988,3768500
694030,2015-10-02,AMZN,512.98999,532.539978,508.100006,532.599976,4597800
694527,2015-10-05,AMZN,536.98999,543.679993,536.0,545.909973,3391400
695024,2015-10-06,AMZN,545.5,537.47998,533.330017,551.5,4502800
